faca	11830
matei	11817
grávida	11812
desistir	11808
fé	11790
salvo	11790
exatamente	11785
espectáculo	11784
tamanho	11767
voar	11765
carreira	11748
limpo	11727
velhos	11724
porreiro	11718
gostam	11707
árvore	11704
preparado	11680
demorar	11679
possamos	11672
milhares	11670
disparar	11659
distância	11656
conseguem	11653
antigo	11650
brilhante	11647
dança	11633
chamas	11620
pedra	11612
conhecemos	11605
pensam	11592
faculdade	11591
imagem	11584
majestade	11581
serve	11578
caralho	11574
flores	11574
malta	11570
conhecido	11568
comecei	11561
doença	11560
julgamento	11555
nariz	11554
cortar	11551
estados	11534
sobreviver	11533
polícias	11510
óptima	11503
pontos	11479
preto	11473
éramos	11437
cadeira	11422
peixe	11416
encontramos	11409
gozar	11399
partido	11395
daniel	11390
bobby	11388
voo	11383
louca	11382
recebi	11371
casas	11371
jovens	11369
visão	11368
jane	11367
dar-te	11334
controlar	11310
felizes	11310
testemunha	11308
americanos	11299
fechar	11296
km	11295
unidos	11292
deixes	11255
queiras	11254
gritar	11251
brian	11226
jogos	11219
gato	11193
cães	11190
li	11188
canção	11187
lugares	11176
corrida	11169
mark	11168
deixado	11155
central	11148
notícia	11145
perdão	11143
chris	11139
come	11119
vários	11114
interior	11102
hei	11101
estilo	11100
acabado	11066
barulho	11045
vás	11038
robert	11035
estrelas	11030
obviamente	11017
velocidade	11014
ameaça	11000
dar-me	11000
movimento	10976
fará	10976
scott	10974
eric	10962
tantas	10955
correcto	10954
ligado	10953
clark	10946
vemo-nos	10941
poderes	10938
relógio	10935
entanto	10926
unidade	10920
braços	10916
marca	10905
regressar	10903
baixa	10900
andava	10895
números	10880
forças	10873
verde	10856
pega	10856
floresta	10850
total	10848
ponte	10845
confusão	10828
director	10826
maria	10826
culpado	10823
praia	10812
tv	10807
casos	10807
acreditas	10805
encontrámos	10797
tiveram	10777
língua	10749
descansar	10732
presa	10726
investigar	10723
lee	10717
meter	10716
matá-lo	10708
oi	10702
construir	10700
perdemos	10699
fotografias	10687
sinais	10678
banda	10674
kate	10666
rapidamente	10664
descobri	10662
perfeita	10661
ficará	10660
ficamos	10658
cabrão	10646
busca	10643
ouvido	10618
receio	10609
cristo	10593
atirar	10591
fingir	10587
respirar	10586
rosto	10583
ridículo	10582
mudança	10582
época	10578
nacional	10575
corpos	10564
fonte	10560
dou	10556
sentimentos	10552
major	10544
ando	10539
pense	10539
navio	10527
soubesse	10521
faz-me	10515
escapar	10513
cavalos	10508
d	10502
eua	10501
cansado	10492
aula	10491
rico	10484
íamos	10480
acordar	10478
charles	10475
fugiu	10462
preocupar	10450
humana	10450
tivesses	10446
beleza	10438
atrasado	10438
portas	10432
agir	10431
dedos	10415
rir	10410
walter	10394
dono	10384
kevin	10382
posto	10380
morre	10380
nervoso	10362
bordo	10362
mandou	10357
